name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,gender,type_race,height(cm),weight(lb),eye_color,hair_color,skin_color,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Uatu the Guardian,0,0,0,0,0,0,0,[],[],[''],Unknown,Unknown,DC Comics,Good,Unknown,Unknown,[],Male,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ubu,5,80,20,30,20,15,65,"['Agility', 'Intelligence', 'Super Strength']",[],[''],Unknown,Batman #232,DC Comics,Bad,Manservant to Ra's al Ghul,Mobile,['League of Assassins'],Male,Human,183.14,209.93,Unknown,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
Ultimo,11,50,100,50,100,100,100,"['Adaptation', 'Agility', 'Durability', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Invulnerability', 'Matter Absorption', 'Matter Manipulation', 'Metal Manipulation', 'Regeneration', 'Self-Sustenance', 'Size Changing', 'Stamina', 'Substance Secretion', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Vision - Heat']",[],"['Doomsday Machine, Devastator, He-Who-Destroys']",Unknown,"Tales of Suspense #76 (April, 1966)",Marvel Comics,Bad,Unknown,Unknown,[],Male,Android,183.14,209.93,Yellow,No Hair,Gray,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True
Ultragirl,6,75,80,35,70,35,80,"['Durability', 'Enhanced Senses', 'Flight', 'Invulnerability', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength']",[],"['Suzy Sherman, Ultra-Girl']",Unknown,Unknown,Marvel Comics,Good,Model,Unknown,['Avengers Resistance'],Female,Unknown,168.0,233.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True
Ultron (Final Form),31,100,100,95,100,100,100,"['Agility', 'Cold Resistance', 'Dexterity', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Force Fields', 'Immortality', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Matter Absorption', 'Mind Control', 'Mind Control Resistance', 'Natural Armor', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vaporising Beams', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Weapons Master']",[],[''],"Cresskill, New Jersey","Avengers Volume 4, #4.",Marvel Comics,Bad,"Mass murderer, Conqueror",Unknown,[],Unknown,Android,183.14,209.93,Red,Unknown,Unknown,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True
Unicron,146,100,100,100,100,100,65,"['Adaptation', 'Agility', 'Anti-Gravity', 'Biokinesis', 'Changing Armor', 'Clairvoyance', 'Cold Resistance', 'Darkforce Manipulation', 'Death Touch', 'Dimensional Awareness', 'Dimensional Travel', 'Duplication', 'Empathy', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Fire Resistance', 'Flight', 'Force Fields', 'Gravity Control', 'Grim Reaping', 'Heat Resistance', 'Immortality', 'Intelligence', 'Invulnerability', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Omnilingualism', 'Portal Creation', 'Power Augmentation', 'Power Nullifier', 'Probability Manipulation', 'Projection', 'Psionic Powers', 'Radiation Immunity', 'Reality Warping', 'Reflexes', 'Regeneration', 'Resurrection', 'Seismic Power', 'Self-Sustenance', 'Shapeshifting', 'Size Changing', 'Spatial Awareness', 'Stamina', 'Super Speed', 'Super Strength', 'Telepathy', 'Telepathy Resistance', 'Time Manipulation', 'Toxin and Disease Resistance', 'Umbrakinesis']",['Multi-Unicron'],"['The Chaos Bringer, The Lord of Chaos, Planet Eater, The Destroyer']",Unknown,The Transformers: The Movie,Hasbro,Bad,"God, Devourer of Worlds, God of Chaos",Unknown,[],Male,God / Eternal,183.14,209.93,Green,No Hair,White,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True
Union Jack,7,90,10,30,25,25,100,"['Agility', 'Weapon-based Powers', 'Weapons Master']",[],[''],Unknown,Unknown,Marvel Comics,Good,Unknown,"Falsworth Manor, England",[],Unknown,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Ursa Major,6,85,50,55,55,50,50,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Durability', 'Invulnerability', 'Jump', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Wallcrawling']",[],"[""Bol'saja Medvedica, Major Mikhail Ursus""]","Blagoveshchensk, Russia",Incredible Hulk #250,Marvel Comics,Good,Government Agent,"Khystym, Siberia, Russia",['Winter Guard'],Unknown,Mutant,226.0,955.0,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Utgard-Loki,7,75,80,25,85,85,65,"['Durability', 'Invulnerability', 'Longevity', 'Magic', 'Stamina', 'Super Strength']",[],[''],Jotunheim,Unknown,Marvel Comics,Bad,Monarch,Unknown,[],Male,Frost Giant,183.14,0.0,Blue,White,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True
V,7,90,15,50,55,50,95,"['Agility', 'Intelligence', 'Marksmanship', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Weapons Master']",[],"['Codename V,The Terrorist,Project V,Patient #5,The Man From Room Five']",England,Warrior #1,DC Comics,Neutral,"anarchist,vigilante,freedom fighter",Unknown,[],Male,Human,180.0,170.0,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True
Vagabond,0,0,0,0,0,0,0,[],[],[''],Unknown,"(as Lyons) CAPTAIN AMERICA #325, (as Vagabond) CAPTAIN AMERICA #342",Marvel Comics,Good,Adventurer,Mobile,[],Female,Unknown,168.0,120.0,Blue,Strawberry Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valerie Cooper,0,0,0,0,0,0,0,[],[],[''],Place of birth unknown,X-MEN #176,Marvel Comics,Good,"Special Assistant to the National Security Advisor of the President of the United States, Chairman of the Commission on Superhuman Activities, former liaison to X-Factor",Washington D.C.,[],Unknown,Unknown,175.0,135.0,Green,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valerie Hart,0,0,0,0,0,5,0,"['Agility', 'Changing Armor', 'Reflexes', 'Super Strength', 'Weapon-based Powers']",[],[''],"East Coast, Canada",Team Epic Episode 101,Team Epic TV,Good,"Vigilante, Superhero",Toronto,[],Female,Unknown,175.0,125.0,Hazel,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
Valkyrie (MCU),14,90,95,85,95,95,55,"['Accelerated Healing', 'Agility', 'Dexterity', 'Durability', 'Longevity', 'Peak Human Condition', 'Reflexes', 'Regeneration']",['Valkyrie'],['Scrapper 142'],Asgard,Thor Ragnarok,Marvel Comics,Good,Warrior,Asgard,[],Female,Asgardian,168.0,132.0,Black,Brown / Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
Valkyrie,12,80,60,70,80,100,90,"['Accelerated Healing', 'Agility', 'Banish', 'Clairvoyance', 'Cold Resistance', 'Danger Sense', 'Dimensional Travel', 'Durability', 'Endurance', 'Energy Resistance', 'Enhanced Memory', 'Enhanced Senses', 'Fire Resistance', 'Invulnerability', 'Longevity', 'Magic Resistance', 'Mind Control Resistance', 'Precognition', 'Stamina', 'Super Speed', 'Super Strength', 'Teleportation', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master']",['Valkyrie (MCU)'],"['Brunnhilda, Barbara Norriss, Samantha Parrington']",Aesheim,"(Enchantress in Valkyrie's form) AVENGERS #87, (Samantha Parrington in Valkyrie's form) INCREDIBLE HULK #142, (Brunnhilde in Barbara Norriss's body) DEFENDERS #3, (Brunnhilde in her own body) DEFENDERS #109",Marvel Comics,Good,"Chooser of the Slain, Adventurer","Asgard, later New York City area, later Defenders Mansion, Colorado.","['Defenders', 'The Mighty Avengers', 'Asgardians']",Female,Asgardian,191.0,475.0,Blue,Blond,Unknown,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True
Vampire Batman,23,100,40,50,50,100,100,"['Accelerated Healing', 'Agility', 'Biokinesis', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Gliding', 'Hypnokinesis', 'Immortality', 'Intelligence', 'Invulnerability', 'Jump', 'Marksmanship', 'Mind Blast', 'Mind Control', 'Peak Human Condition', 'Phasing', 'Psionic Powers', 'Reflexes', 'Regeneration', 'Stamina', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master']",[],"['Vampire Batman, Bat-Man']",Unknown,Batman and Dracula: Red Rain (1991),Unknown,Good,"Vigilante, Serial Killer, formerly Vampire Hunter, Businessman","Wayne Manor (Earth-43), Gotham City (Earth-43)",[],Male,Vampire,188.0,210.0,Red,Brown,Unknown,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Vandal Savage,12,100,15,30,100,100,95,"['Accelerated Healing', 'Durability', 'Immortality', 'Intelligence', 'Longevity', 'Marksmanship', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapons Master']",[],"[""Blackbeard,Cain,Dr. Curtis Knox,Genghis Khan,General Savage,Jack the Ripper,Jon Savage,Julius Caesar,Marshal Sauvage,Mr. DeWitt,Khafre,Kr'ull,Licinius,Death Masque,The Greatest of the Caesars,The Most Brutal of the Khans,Vandar the Killer,Varney sack,Head""]",Unknown,Green Lantern #10 - The Man Who Wanted the World!,DC Comics,Unknown,conqueror,Unknown,['Demon Knights'],Male,Human,178.0,176.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True
Vanisher,7,80,10,75,55,60,40,['Teleportation'],[],['Telford Porter'],"Boston, Massachusetts ",X-Men (Vol 1) #2,Marvel Comics,Bad,"Professional criminal, former subversive ","former) Factor Three headquarters, Europe; Beat Street Club, New York City",[],Male,Unknown,165.0,175.0,Green,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegeta,25,80,100,100,100,100,100,"['Accelerated Healing', 'Adaptation', 'Afterimage Creation', 'Agility', 'Audio Control', 'Chi Manipulation', 'Cold Resistance', 'Durability', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Enhanced Senses', 'Explosion Manipulation', 'Fire Control', 'Flight', 'Force Fields', 'Heat Resistance', 'Latent Abilities', 'Light Control', 'Longevity', 'Mind Control Resistance', 'Portal Creation', 'Power Mimicry', 'Power Nullifier', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Self-Destruction', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Toxin and Disease Resistance', 'Weather Control']","['Kid Vegeta', 'Vegeta (Manga)', 'Xeno Vegeta']","['Prince of all Saiyans, Majin Vegeta, Super Vegeta']",Planet Vegeta,Dragon Ball #204,Shueisha,Good,Martial Artist,Capsule Corporation,['Z-Fighters'],Male,Saiyan,165.0,163.0,Brown,Black,Unknown,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
Venom 2099,9,90,40,40,65,100,75,"['Accelerated Healing', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Danger Sense', 'Durability', 'Enhanced Senses', 'Jump', 'Marksmanship', 'Molecular Manipulation', 'Natural Weapons', 'Reflexes', 'Shapeshifting', 'Stamina', 'Stealth', 'Substance Secretion', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Toxin and Disease Resistance', 'Vision - Night', 'Wallcrawling', 'Web Creation']",['Scorpion 2099'],[''],Unknown,Punisher 2099 #1,Marvel Comics,Bad,Mass murderer,"Formerly Nueva York, United States of America",[],Male,Symbiote,178.0,209.93,White,No Hair,Black,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
Venom II,6,75,55,45,70,55,55,"['Agility', 'Animal Oriented Powers', 'Camouflage', 'Durability', 'Reflexes', 'Shapeshifting', 'Super Speed', 'Super Strength', 'Wallcrawling']",[],[''],Unknown,Marvel Knights Spider-Man #7 (2005),Marvel Comics,Bad,Unknown,Unknown,[],Male,Unknown,175.0,110.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True
Venom III,8,80,75,35,90,75,55,"['Accelerated Healing', 'Agility', 'Animal Oriented Powers', 'Camouflage', 'Danger Sense', 'Durability', 'Natural Weapons', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Wallcrawling']",['Scorpion'],['Scorpion'],Unknown,(As Gargan) Amazing Spider-Man #19 (1964); (as Scorpion) Amazing Spider-Man #20 (1965); (as Venom) Marvel Knights: Spider-Man #10 (2005),Marvel Comics,Bad,"Government operative; former professional criminal, private eye ",Unknown,"['Dark Avengers', 'Thunderbolts']",Male,Symbiote,229.0,742.0,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Venom,9,90,55,65,85,85,85,"['Accelerated Healing', 'Danger Sense', 'Durability', 'Jump', 'Natural Weapons', 'Reflexes', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Wallcrawling', 'Weapon-based Powers', 'Web Creation']","['Anti-Venom', 'Child Of Venom', 'Magic Venom', 'Toxin', 'Venom (SONY)']",[''],"New York, New York","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300",Marvel Comics,Bad,"Vigilante; former journalist for the Daily Globe, government operative ","New York, New York",['Sinister Six'],Male,Symbiote,191.0,260.0,Blue,Strawberry Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True
Venompool,23,85,55,65,100,100,100,"['Accelerated Healing', 'Agility', 'Danger Sense', 'Dimensional Awareness', 'Durability', 'Immortality', 'Jump', 'Longevity', 'Marksmanship', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Reflexes', 'Regeneration', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Resistance', 'Wallcrawling', 'Weapon-based Powers', 'Weapons Master', 'Web Creation']","['Deadpool', 'Deadpool (FOX)', 'Deadpool (Infinity Gauntlet)', 'Deadpool (Ultimate)', 'Evil Deadpool', 'Thorpool']",['Deadpool'],Unknown,"What If? Iron Man: Demon in an Armor #1 (February, 2011)",Marvel Comics,Unknown,Conqueror; Adventurer,Unknown,['Evil Deadpool Corps'],Male,Symbiote,226.0,209.93,Unknown,Unknown,Unknown,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True
Ventriloquist,6,85,10,15,15,20,25,"['Explosion Manipulation', 'Weapon-based Powers', 'Weapons Master']",[],"['Scarface, Quakemaster']",Unknown,Detective Comics #583,DC Comics,Bad,Crimelord,Gotham City,['Secret Six'],Male,Unknown,0.0,141.0,Blue,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Vergil,16,90,75,95,90,100,100,"['Accelerated Healing', 'Agility', 'Duplication', 'Durability', 'Energy Absorption', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Senses', 'Gliding', 'Intelligence', 'Invulnerability', 'Levitation', 'Longevity', 'Magic', 'Marksmanship', 'Natural Weapons', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Teleportation', 'Weapon-based Powers', 'Weapons Master']",[],"['Gilver, Nelo Angelo, Son of Sparda, The Dark Knight, Dark Slayer']",Unknown,Devil May Cry,Capcom,Unknown,Unknown,Unknown,[],Male,Unknown,191.0,207.0,Blue,White,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True
Vibe (CW),10,100,10,45,40,80,65,"['Agility', 'Dimensional Travel', 'Intelligence', 'Seismic Power', 'Teleportation', 'Weapon-based Powers', 'Weapons Master']",['Vibe'],[''],Unknown,Arrow season 2,DC Comics,Bad,Mechanical engineer at S.T.A.R. Labs,S.T.A.R. Labs,[],Male,Metahuman,157.0,198.0,Black,Black,Unknown,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Vibe,6,75,10,15,30,100,30,"['Dimensional Awareness', 'Dimensional Travel', 'Energy Blasts', 'Power Nullifier', 'Seismic Power', 'Teleportation']",['Vibe (CW)'],[''],Unknown,The New 52: FCBD Special Edition #1,DC Comics,Good,Unknown,Unknown,"['Justice Legion Alpha', 'Justice League of America']",Male,Human,178.0,157.0,Brown,Black,Unknown,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vicki Vale,5,80,5,15,10,5,10,['Intelligence'],[],[''],Unknown,Batman #49,DC Comics,Good,Unknown,Unknown,[],Female,Human,157.0,154.0,Blue,Red,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vigilante (CW),7,85,15,45,60,70,90,"['Accelerated Healing', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Intelligence', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Regeneration', 'Stamina', 'Stealth', 'Vision - Infrared', 'Weapon-based Powers', 'Weapons Master']",[],['Vigilante'],Earth-1,Arrow Season 5: Episode 11,DC Comics,Good,"formerly vigilante, police detective",Star City,[],Male,Metahuman,193.0,194.0,Blue,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False
Vigilante,6,85,10,30,50,35,90,"['Agility', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Stealth', 'Weapons Master']",['Prometheus (CW)'],['Dean Baker'],Unknown,The New Teen Titans #23 - Kidnapped!,DC Comics,Neutral,"Judge, Lawyer, Mercenary","Manhattan, New York City",[],Male,Human,188.0,197.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
Vili,14,100,55,70,85,100,100,"['Accelerated Healing', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Senses', 'Intelligence', 'Invulnerability', 'Longevity', 'Magic', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master']",[],[''],Asgard,Unknown,Marvel Comics,Good,Unknown,Asgard,[],Male,Asgardian,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True
Violator,49,75,100,100,100,100,65,"['Absorption', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Dexterity', 'Dream Manipulation', 'Durability', 'Electrokinesis', 'Endurance', 'Energy Manipulation', 'Enhanced Senses', 'Fire Control', 'Illusions', 'Immortality', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Magic', 'Marksmanship', 'Mind Control', 'Natural Weapons', 'Necromancy', 'Possession', 'Projection', 'Reality Warping', 'Reflexes', 'Regeneration', 'Shapeshifting', 'Size Changing', 'Sonic Scream', 'Stamina', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy', 'Teleportation', 'The Fourth Wall', 'Toxin and Disease Resistance', 'Underwater breathing', 'Weapon Creation', 'Weapons Master']",[],['The Clown'],Hell,"as Clown (Spawn #1), as Violator (Spawn #2)",Image Comics,Bad,Unknown,New York City,[],Male,Demon,168.0,456.0,Red,No Hair,Unknown,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True
Violet Parr,6,80,10,15,50,80,15,"['Energy Constructs', 'Force Fields', 'Intelligence', 'Invisibility', 'Levitation', 'Stealth']",[],"['Vi (nickname), The Queen of the Unseen, Invisagirl (InvisaVi)']",Unknown,"The Incredibles (Movies, 2004)",Dark Horse Comics,Good,Unknown,Unknown,['Incredible Family'],Female,Human,137.0,90.0,Violet,Black,Unknown,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Virman Vundabar,8,95,10,20,20,25,100,"['Agility', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Summoning', 'Weapon-based Powers', 'Weapons Master']",[],[''],Unknown,Mister Miracle #5,DC Comics,Bad,Soldier,Apokolips,['New Gods of Apokolips'],Male,Unknown,183.14,209.93,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
Vision II,0,0,0,0,0,0,0,[],"['Anti-Vision', 'Vision', 'Vision (MCU)']","['Victor Shade, Ghost of Stone']",Place of birth unknown,Avengers (Vol. 1) #57,Marvel Comics,Good,Adventurer,"Avengers Mansion, New York City",['Agency X'],Unknown,Unknown,191.0,300.0,Red,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
